id,y
533,1
534,1
535,1
536,1
537,0
538,1
539,0
540,1
541,0
542,0
543,0
544,1
545,0
546,0
547,1
548,0
549,1
550,0
551,1
552,0
553,1
554,0
555,1
556,0
557,1
558,1
559,0
560,0
561,1
562,0
563,0
564,1
565,0
566,0
567,0
568,0
569,1
570,0
571,1
572,0
573,1
574,0
575,0
576,0
577,1
578,0
579,0
580,1
581,0
582,0
583,1
584,1
585,0
586,1
587,0
588,0
589,0
590,1
591,0
592,1
593,1
594,1
595,1
596,0
597,0
598,0
599,0
600,1
601,0
602,1
603,0
604,0
605,0
606,0
607,1
608,1
609,1
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,1
618,1
619,1
620,1
621,0
622,0
623,0
624,0
625,1
626,1
627,0
628,0
629,0
630,1
631,0
632,0
633,0
634,0
635,0
636,1
637,1
638,0
639,0
640,0
641,1
642,0
643,0
644,1
645,0
646,0
647,1
648,1
649,0
650,1
651,0
652,1
653,0
654,1
655,0
656,1
657,0
658,1
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,1
676,1
677,0
678,1
679,0
680,1
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,1
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,1
697,0
698,0
699,1
700,1
701,0
702,1
703,0
704,1
705,1
706,0
707,1
708,0
709,0
710,0
711,0
712,0
713,1
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,1
722,1
723,0
724,0
725,0
726,1
727,1
728,1
729,1
730,0
731,0
732,0
733,0
734,1
735,1
736,0
737,0
738,0
739,1
740,0
741,0
742,1
743,0
744,0
745,0
746,1
747,0
748,0
749,0
750,1
751,0
752,1
753,0
754,0
755,1
756,0
757,0
758,0
759,0
760,1
761,1
762,0
763,0
764,0
765,0
766,1
767,0
768,0
769,0
770,0
771,0
772,1
773,1
774,0
775,0
776,0
777,0
778,0
779,1
780,0
781,1
782,0
783,0
784,1
785,1
786,0
787,1
788,0
789,0
790,1
791,1
792,0
793,0
794,0
795,0
796,1
797,0
798,1
799,0
800,1
801,0
802,0
803,1
804,0
805,1
806,1
807,0
808,0
809,0
810,0
811,0
812,1
813,0
814,0
815,1
816,0
817,1
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,1
826,0
827,1
828,1
829,0
830,1
831,0
832,0
833,0
834,1
835,1
836,1
837,1
838,0
839,0
840,1
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,1
849,1
850,1
851,0
852,1
853,0
854,0
855,1
856,1
857,0
858,1
859,1
860,0
861,1
862,0
863,1
864,0
865,0
866,0
867,0
868,0
869,1
870,0
871,0
872,1
873,0
874,1
875,0
876,1
877,1
878,0
879,0
880,1
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,1
890,1
891,1
892,1
893,1
894,0
895,0
896,0
897,0
898,1
899,0
900,0
901,0
902,0
903,1
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,1
917,1
918,1
919,1
920,0
921,0
922,1
923,1
924,0
925,0
926,0
927,0
928,0
929,1
930,1
931,0
932,0
933,0
934,1
935,0
936,0
937,0
938,1
939,1
940,0
941,0
942,0
943,1
944,0
945,1
946,1
947,0
948,0
949,1
950,0
951,1
952,1
953,1
954,1
955,0
956,1
957,0
958,1
959,1
960,0
961,0
962,1
963,0
964,0
965,0
966,1
967,1
968,1
969,1
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,0
978,0
979,0
980,1
981,0
982,0
983,1
984,0
985,1
986,0
987,0
988,0
989,1
990,0
991,1
992,0
993,0
994,0
995,0
996,0
997,0
998,1
999,0
1000,0
1001,1
1002,1
1003,0
1004,1
1005,1
1006,1
1007,1
1008,0
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1015,1
1016,0
1017,0
1018,1
1019,0
1020,1
1021,0
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,0
1032,0
1033,1
1034,0
1035,0
1036,1
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,1
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,1
1052,0
1053,1
1054,1
1055,0
1056,0
1057,1
1058,0
1059,0
1060,0
1061,0
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,0
1075,1
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,1
1087,0
1088,1
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,0
1105,0
1106,1
1107,0
1108,1
1109,1
1110,1
1111,0
1112,0
1113,0
1114,1
1115,1
1116,0
1117,0
1118,1
1119,0
1120,0
1121,1
1122,0
1123,0
1124,0
1125,0
1126,0
1127,1
1128,1
1129,1
1130,0
1131,0
1132,1
1133,0
1134,1
1135,0
1136,1
1137,1
1138,0
1139,0
1140,1
1141,1
1142,1
1143,0
1144,0
1145,0
1146,0
1147,0
1148,0
1149,0
1150,1
1151,0
1152,1
1153,1
1154,1
1155,0
1156,1
1157,1
1158,1
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,1
1166,1
1167,1
1168,0
1169,0
1170,0
1171,1
1172,1
1173,0
1174,1
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,1
1186,1
1187,0
1188,0
1189,1
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,0
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,1
1205,0
1206,0
1207,0
1208,1
1209,1
1210,1
1211,0
1212,0
1213,0
1214,1
1215,0
1216,1
1217,0
1218,1
1219,0
1220,0
1221,0
1222,0
1223,1
1224,0
1225,1
1226,0
1227,0
1228,1
1229,0
1230,0
1231,1
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,1
1239,1
1240,0
1241,1
1242,1
1243,0
1244,1
1245,0
1246,0
1247,0
1248,1
1249,1
1250,0
1251,0
1252,0
1253,0
1254,1
1255,1
1256,0
1257,0
1258,1
1259,1
1260,1
1261,0
1262,0
1263,0
1264,1
1265,0
1266,0
1267,0
1268,1
1269,1
1270,1
1271,1
1272,1
1273,1
1274,1
1275,0
1276,0
1277,0
1278,0
1279,0
1280,1
1281,0
1282,0
1283,0
1284,0
1285,1
1286,0
1287,1
1288,0
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,1
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,1
1312,0
1313,1
1314,1
1315,1
1316,0
1317,0
1318,1
1319,1
1320,0
1321,0
1322,0
1323,0
1324,1
1325,1
1326,1
1327,0
1328,1
1329,1
1330,0
1331,0
1332,1
1333,1
1334,0
1335,1
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,1
1375,0
1376,0
1377,0
1378,0
1379,1
1380,0
1381,0
1382,0
1383,1
1384,1
1385,0
1386,0
1387,1
1388,1
1389,1
1390,0
1391,0
1392,0
1393,1
1394,0
1395,0
1396,0
1397,1
1398,1
1399,1
1400,1
1401,1
1402,0
1403,1
1404,0
1405,0
1406,1
1407,0
1408,0
1409,1
1410,0
1411,1
1412,0
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,1
1426,1
1427,0
1428,0
1429,1
1430,0
1431,0
1432,0
1433,1
1434,0
1435,0
1436,1
1437,0
1438,1
1439,0
1440,0
1441,0
1442,0
1443,1
1444,0
1445,1
1446,1
1447,0
1448,0
1449,1
1450,0
1451,1
1452,1
1453,0
1454,1
1455,0
1456,1
1457,0
1458,1
1459,0
1460,0
1461,0
1462,1
1463,0
1464,1
1465,0
1466,1
1467,0
1468,0
1469,0
1470,0
1471,1
1472,0
1473,1
1474,1
1475,1
1476,1
1477,1
1478,0
1479,0
1480,1
1481,0
1482,0
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,0
1493,0
1494,0
1495,0
1496,1
1497,0
1498,0
1499,1
1500,1
1501,0
1502,0
1503,0
1504,1
1505,0
1506,1
1507,0
1508,0
1509,1
1510,0
1511,0
1512,0
1513,0
1514,0
1515,1
1516,1
1517,0
1518,0
1519,0
1520,1
1521,0
1522,0
1523,0
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,0
1532,0
1533,0
1534,1
1535,0
1536,0
1537,1
1538,0
1539,1
1540,1
1541,1
1542,0
1543,1
1544,1
1545,0
1546,0
1547,0
1548,0
1549,1
1550,0
1551,0
1552,0
1553,0
1554,0
1555,0
1556,0
1557,1
1558,0
1559,1
1560,0
1561,0
1562,1
1563,1
1564,0
1565,1
1566,0
1567,1
1568,1
1569,1
1570,0
1571,0
1572,0
1573,1
1574,0
1575,0
1576,1
1577,0
1578,0
1579,1
1580,0
1581,0
1582,1
1583,1
1584,0
1585,1
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,1
1598,0
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,0
1607,1
1608,0
1609,0
1610,1
1611,0
1612,1
1613,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,0
1622,0
1623,0
1624,1
1625,0
1626,0
1627,0
1628,0
1629,0
1630,1
1631,0
1632,0
1633,1
1634,0
1635,0
1636,0
1637,1
1638,0
1639,1
1640,0
1641,1
1642,0
1643,0
1644,0
1645,1
1646,0
1647,0
1648,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,0
1655,1
1656,1
1657,1
1658,0
1659,0
1660,0
1661,0
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,1
1669,0
1670,1
1671,0
1672,1
1673,0
1674,0
1675,0
1676,1
1677,1
1678,1
1679,0
1680,0
1681,0
1682,1
1683,1
1684,0
1685,0
1686,0
1687,1
1688,0
1689,1
1690,1
1691,1
1692,1
1693,0
1694,1
1695,1
1696,1
1697,0
1698,1
1699,0
1700,0
1701,0
1702,1
1703,0
1704,1
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,1
1712,1
1713,0
1714,0
1715,0
1716,0
1717,1
1718,0
1719,1
1720,0
1721,0
1722,1
1723,0
1724,0
1725,0
1726,0
1727,0
1728,1
1729,0
1730,0
1731,0
1732,0
1733,0
1734,1
1735,0
1736,0
1737,1
1738,0
1739,1
1740,1
1741,0
1742,0
1743,0
1744,0
1745,0
1746,1
1747,1
1748,0
1749,1
1750,0
1751,1
1752,1
1753,0
1754,0
1755,0
1756,0
1757,1
1758,0
1759,1
1760,0
1761,1
1762,1
1763,0
1764,0
1765,0
1766,0
1767,0
1768,1
1769,0
1770,0
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,1
1779,1
1780,1
1781,0
1782,0
1783,0
1784,1
1785,0
1786,1
1787,0
1788,0
1789,1
1790,1
1791,1
1792,0
1793,0
1794,0
1795,1
1796,1
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,1
1804,0
1805,1
1806,1
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,1
1817,0
1818,0
1819,0
1820,1
1821,0
1822,0
1823,0
1824,0
1825,1
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,1
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,1
1843,0
1844,0
1845,0
1846,1
1847,0
1848,0
1849,0
1850,1
1851,1
1852,1
1853,0
1854,1
1855,0
1856,0
1857,0
1858,1
1859,0
1860,0
1861,1
1862,1
1863,0
1864,0
1865,0
1866,0
1867,0
1868,1
1869,0
1870,1
1871,0
1872,0
1873,1
1874,0
1875,1
1876,0
1877,0
1878,0
1879,1
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,0
1889,0
1890,1
1891,1
1892,1
1893,1
1894,0
1895,0
1896,1
1897,1
1898,0
1899,1
1900,0
1901,1
1902,0
1903,0
1904,1
1905,1
1906,1
1907,1
1908,0
1909,1
1910,1
1911,1
1912,0
1913,1
1914,0
1915,0
1916,0
1917,0
1918,1
1919,1
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,0
1927,0
1928,0
1929,1
1930,0
1931,0
1932,0
1933,1
1934,0
1935,0
1936,0
1937,0
1938,1
1939,1
1940,0
1941,1
1942,0
1943,1
1944,0
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,1
1952,0
1953,0
1954,0
1955,1
1956,0
1957,0
1958,1
1959,1
1960,1
1961,1
1962,0
1963,0
1964,0
1965,0
1966,0
1967,0
1968,1
1969,0
1970,0
1971,0
1972,1
1973,1
1974,0
1975,0
1976,0
1977,1
1978,0
1979,1
1980,1
1981,1
1982,0
1983,1
1984,0
1985,1
1986,0
1987,1
1988,1
1989,1
1990,1
1991,1
1992,1
1993,0
1994,0
1995,0
1996,0
1997,0
1998,1
1999,0
2000,0
2001,1
2002,0
2003,0
2004,0
2005,1
2006,1
2007,1
2008,0
2009,0
2010,1
2011,1
2012,1
2013,1
2014,0
2015,0
2016,0
2017,0
2018,1
2019,1
2020,0
2021,0
2022,1
2023,0
2024,0
2025,1
2026,0
2027,1
2028,0
2029,1
2030,1
2031,0
2032,0
2033,1
2034,1
2035,1
2036,1
2037,0
2038,0
2039,1
2040,0
2041,0
2042,0
2043,1
2044,0
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,0
2052,0
2053,1
2054,0
2055,0
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,1
2063,1
2064,0
2065,0
2066,0
2067,0
2068,0
2069,1
2070,0
2071,1
2072,1
2073,0
2074,0
2075,0
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,0
2083,0
2084,0
2085,0
2086,1
2087,1
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,1
2098,1
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,0
2106,1
2107,0
2108,1
2109,0
2110,1
2111,0
2112,1
2113,1
2114,0
2115,0
2116,1
2117,1
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,1
2133,0
2134,0
2135,0
2136,1
2137,0
2138,0
2139,0
2140,0
2141,1
2142,0
2143,1
2144,0
2145,1
2146,0
2147,0
2148,1
2149,0
2150,0
2151,0
2152,1
2153,0
2154,0
2155,0
2156,0
2157,1
2158,0
2159,0
2160,1
2161,0
2162,0
2163,0
2164,1
2165,1
2166,1
2167,0
2168,0
2169,0
2170,1
2171,0
2172,0
2173,1
2174,1
2175,0
2176,1
2177,1
2178,0
2179,1
2180,0
2181,0
2182,0
2183,0
2184,1
2185,1
2186,1
2187,1
2188,1
2189,1
2190,1
2191,1
2192,1
2193,0
2194,0
2195,1
2196,1
2197,0
2198,0
2199,0
2200,0
2201,1
2202,0
2203,1
2204,1
2205,0
2206,0
2207,1
2208,1
2209,1
2210,0
2211,0
2212,0
2213,0
2214,1
2215,1
2216,0
2217,1
2218,1
2219,1
2220,0
2221,0
2222,0
2223,1
2224,1
2225,1
2226,0
2227,0
2228,1
2229,0
2230,0
2231,1
2232,0
2233,1
2234,1
2235,1
2236,0
2237,1
2238,0
2239,1
2240,0
2241,0
2242,0
2243,0
2244,1
2245,1
2246,0
2247,1
2248,0
2249,0
2250,1
2251,1
2252,1
2253,0
2254,0
2255,1
2256,0
2257,0
2258,1
2259,0
2260,1
2261,1
2262,0
2263,0
2264,1
2265,0
2266,1
2267,0
2268,0
2269,0
2270,0
2271,1
2272,1
2273,0
2274,0
2275,1
2276,1
2277,0
2278,1
2279,0
2280,0
2281,0
2282,1
2283,0
2284,0
2285,1
2286,0
2287,1
2288,0
2289,0
2290,0
2291,1
2292,0
2293,0
2294,0
2295,0
2296,0
2297,0
2298,0
2299,0
2300,0
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2307,0
2308,0
2309,1
2310,0
2311,0
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,1
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,0
2333,0
2334,1
2335,1
2336,0
2337,0
2338,1
2339,0
2340,0
2341,1
2342,0
2343,0
2344,1
2345,1
2346,0
2347,1
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,0
2365,1
2366,0
2367,0
2368,0
2369,0
2370,1
2371,0
2372,1
2373,0
2374,0
2375,0
2376,0
2377,1
2378,1
2379,1
2380,0
2381,1
2382,0
2383,1
2384,1
2385,0
2386,0
2387,0
2388,0
2389,0
2390,1
2391,1
2392,1
2393,1
2394,0
2395,0
2396,1
2397,1
2398,0
2399,0
2400,1
2401,0
2402,1
2403,1
2404,1
2405,1
2406,0
2407,1
2408,0
2409,1
2410,0
2411,0
2412,0
2413,0
2414,1
2415,0
2416,0
2417,1
2418,0
2419,0
2420,0
2421,1
2422,1
2423,1
2424,1
2425,0
2426,0
2427,1
2428,0
2429,0
2430,0
2431,1
2432,1
2433,1
2434,1
2435,0
2436,0
2437,0
2438,0
2439,1
2440,0
2441,0
2442,0
2443,0
2444,1
2445,0
2446,0
2447,0
2448,0
2449,0
2450,1
2451,1
2452,1
2453,1
2454,1
2455,0
2456,1
2457,1
2458,0
2459,1
2460,1
2461,0
2462,0
2463,0
2464,1
2465,0
2466,0
2467,1
2468,1
2469,1
2470,0
2471,1
2472,1
2473,1
2474,0
2475,0
2476,1
2477,0
2478,1
2479,1
2480,1
2481,0
2482,0
2483,0
2484,0
2485,0
2486,0
2487,0
2488,1
2489,0
2490,0
2491,1
2492,1
2493,0
2494,0
2495,1
2496,0
2497,1
2498,0
2499,0
2500,0
2501,0
2502,0
2503,1
2504,1
2505,0
2506,1
2507,0
2508,0
2509,0
2510,0
2511,0
2512,1
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,1
2522,0
2523,0
2524,1
2525,0
2526,0
2527,1
2528,0
2529,0
2530,0
2531,1
2532,0
2533,0
2534,0
2535,0
2536,1
2537,1
2538,1
2539,0
2540,1
2541,0
2542,1
2543,0
2544,0
2545,1
2546,1
2547,1
2548,1
2549,1
2550,0
2551,0
2552,1
2553,0
2554,0
2555,1
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,1
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,1
2571,0
2572,1
2573,0
2574,0
2575,0
2576,0
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,1
2584,0
2585,1
2586,1
2587,0
2588,1
2589,1
2590,1
2591,0
2592,0
2593,0
2594,0
2595,0
2596,1
2597,1
2598,1
2599,0
2600,1
2601,0
2602,1
2603,0
2604,0
2605,0
2606,0
2607,1
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,1
2621,1
2622,0
2623,0
2624,1
2625,1
2626,0
2627,0
2628,1
2629,0
2630,1
2631,1
2632,0
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,1
2640,1
2641,1
2642,0
2643,1
2644,0
2645,0
2646,1
2647,0
2648,1
2649,1
2650,1
2651,0
2652,0
2653,1
2654,0
2655,0
2656,0
2657,1
2658,0
2659,0
2660,1
2661,0
2662,1
2663,1
2664,1
2665,0
2666,0
2667,1
2668,1
2669,0
2670,0
2671,0
2672,1
2673,0
2674,0
2675,1
2676,0
2677,0
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,1
2686,0
2687,1
2688,0
2689,1
2690,0
2691,0
2692,0
2693,1
2694,0
2695,0
2696,0
2697,0
2698,1
2699,0
2700,0
2701,0
2702,0
2703,0
2704,0
2705,0
2706,1
2707,1
2708,0
2709,1
2710,0
2711,0
2712,0
2713,0
2714,1
2715,0
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,0
2725,0
2726,0
2727,1
2728,0
2729,0
2730,0
2731,0
2732,1
2733,0
2734,1
2735,0
2736,1
2737,0
2738,1
2739,1
2740,0
2741,1
2742,1
2743,0
2744,0
2745,1
2746,1
2747,0
2748,1
2749,1
2750,0
2751,1
2752,0
2753,0
2754,0
2755,0
2756,0
2757,0
2758,0
2759,0
2760,0
2761,1
2762,0
2763,0
2764,0
2765,1
2766,0
2767,0
2768,0
2769,0
2770,1
2771,0
2772,0
2773,0
2774,0
2775,1
2776,1
2777,0
2778,0
2779,1
2780,1
2781,1
2782,1
2783,0
2784,1
2785,1
2786,0
2787,0
2788,0
2789,1
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,0
2798,0
2799,0
2800,1
2801,1
2802,1
2803,0
2804,1
2805,0
2806,0
2807,1
2808,0
2809,0
2810,0
2811,0
2812,0
2813,1
2814,0
2815,1
2816,0
2817,0
2818,0
2819,0
2820,0
2821,0
2822,0
2823,0
2824,1
2825,0
2826,1
2827,1
2828,0
2829,0
2830,0
2831,1
2832,0
2833,0
2834,1
2835,0
2836,1
2837,0
2838,0
2839,1
2840,0
2841,1
2842,0
2843,1
2844,1
2845,0
2846,1
2847,0
2848,1
2849,1
2850,0
2851,1
2852,0
2853,1
2854,1
2855,1
2856,0
2857,1
2858,0
2859,1
2860,0
2861,1
2862,0
2863,0
2864,0
2865,0
2866,0
2867,0
2868,1
2869,0
2870,0
2871,0
2872,0
2873,1
2874,1
2875,0
2876,0
2877,1
2878,1
2879,0
2880,0
2881,1
2882,0
2883,1
2884,0
2885,0
2886,1
2887,1
2888,0
2889,1
2890,0
2891,1
2892,0
2893,1
2894,0
2895,1
2896,1
2897,1
2898,1
2899,0
2900,0
2901,0
2902,0
2903,1
2904,0
2905,0
2906,0
2907,0
2908,1
2909,0
2910,1
2911,0
2912,1
2913,0
2914,0
2915,0
2916,0
2917,0
2918,1
2919,1
2920,1
2921,0
2922,0
2923,0
2924,1
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,1
2936,0
2937,0
2938,0
2939,1
2940,1
2941,0
2942,0
2943,0
2944,0
2945,1
2946,0
2947,0
2948,0
2949,0
2950,1
2951,0
2952,1
2953,1
2954,0
2955,0
2956,0
2957,0
2958,1
2959,1
2960,0
2961,0
2962,1
2963,1
2964,0
2965,0
2966,1
2967,0
2968,0
2969,0
2970,0
2971,0
2972,1
2973,1
2974,0
2975,1
2976,1
2977,0
2978,0
2979,1
2980,0
2981,1
2982,1
2983,0
2984,0
2985,0
2986,1
2987,0
2988,1
2989,0
2990,0
2991,1
2992,0
2993,1
2994,1
2995,0
2996,0
2997,0
